item,geo,inception
http://www.wikidata.org/entity/Q17372686,Point(6.83224 52.2087),
http://www.wikidata.org/entity/Q17372687,Point(6.86869 52.22375),
http://www.wikidata.org/entity/Q17372688,Point(6.84806 52.19504),
http://www.wikidata.org/entity/Q17372689,Point(6.92385 52.21194),
http://www.wikidata.org/entity/Q17372690,Point(6.84545 52.19507),
http://www.wikidata.org/entity/Q17372692,Point(6.90734 52.19654),
http://www.wikidata.org/entity/Q17372697,Point(6.93847 52.25139),
http://www.wikidata.org/entity/Q17372698,Point(6.92695 52.24691),
http://www.wikidata.org/entity/Q17372700,Point(6.82982 52.20621),
http://www.wikidata.org/entity/Q17372702,Point(6.89239 52.25786),
http://www.wikidata.org/entity/Q17372704,Point(6.81649 52.22451),
http://www.wikidata.org/entity/Q17372705,Point(6.89203 52.18661),
http://www.wikidata.org/entity/Q17372706,Point(6.83141 52.23016),
http://www.wikidata.org/entity/Q17372707,Point(6.86653 52.22507),
http://www.wikidata.org/entity/Q17372708,Point(6.8082 52.23017),
http://www.wikidata.org/entity/Q17372712,Point(5.98066 52.33261),
http://www.wikidata.org/entity/Q17372718,Point(5.99434 52.33505),
http://www.wikidata.org/entity/Q17372719,Point(5.9676 52.31482),
http://www.wikidata.org/entity/Q17372735,Point(6.0491 52.34323),
http://www.wikidata.org/entity/Q17372739,Point(5.94297 52.33989),
http://www.wikidata.org/entity/Q17372743,Point(6.00383 52.28964),
http://www.wikidata.org/entity/Q17372753,Point(5.61005 51.60921),
http://www.wikidata.org/entity/Q17372756,Point(5.302 51.61469),
http://www.wikidata.org/entity/Q17372798,Point(4.66856 51.54962),
http://www.wikidata.org/entity/Q17372799,Point(4.66697 51.55036),
http://www.wikidata.org/entity/Q17372819,Point(4.67625 51.57659),
http://www.wikidata.org/entity/Q17372837,Point(5.16047 51.96537),
http://www.wikidata.org/entity/Q17372899,Point(5.70745 50.77101),
http://www.wikidata.org/entity/Q17372902,Point(5.71103 50.76755),
http://www.wikidata.org/entity/Q17372904,Point(5.69701 50.76809),
http://www.wikidata.org/entity/Q17372907,Point(5.71858 50.79117),
http://www.wikidata.org/entity/Q17372910,Point(5.72037 50.79205),
http://www.wikidata.org/entity/Q17372926,Point(5.73137 50.7649),
http://www.wikidata.org/entity/Q17372928,Point(5.72999 50.76395),
http://www.wikidata.org/entity/Q17372938,Point(5.70773 50.7976),
http://www.wikidata.org/entity/Q17372940,Point(5.70851 50.79678),
http://www.wikidata.org/entity/Q17372942,Point(5.71138 50.79579),
http://www.wikidata.org/entity/Q17372968,Point(6.44237 53.31015),
http://www.wikidata.org/entity/Q17373040,Point(6.49847 53.28125),
http://www.wikidata.org/entity/Q17373043,Point(5.84117 53.35294),
http://www.wikidata.org/entity/Q17373045,Point(5.8089 53.33225),
http://www.wikidata.org/entity/Q17373082,Point(5.82457 53.33942),
http://www.wikidata.org/entity/Q17373093,Point(5.87265 53.32319),
http://www.wikidata.org/entity/Q17373101,Point(5.75167 53.29755),
http://www.wikidata.org/entity/Q17373108,Point(5.80032 53.32159),
http://www.wikidata.org/entity/Q17373109,Point(5.85024 53.2853),
http://www.wikidata.org/entity/Q17373190,Point(5.54842 53.18589),
http://www.wikidata.org/entity/Q17373392,Point(5.56065 53.15897),
http://www.wikidata.org/entity/Q17373458,Point(5.59731 52.86993),
http://www.wikidata.org/entity/Q17373461,Point(5.6005 52.87201),
http://www.wikidata.org/entity/Q17373584,Point(5.6919 51.54026),
http://www.wikidata.org/entity/Q17373649,Point(4.90252 51.86848),
http://www.wikidata.org/entity/Q17373655,Point(6.7763 53.0064),
http://www.wikidata.org/entity/Q17374027,Point(3.91625 51.50046),
http://www.wikidata.org/entity/Q17374033,Point(3.901 51.48527),
http://www.wikidata.org/entity/Q17374036,Point(3.75705 51.52718),
http://www.wikidata.org/entity/Q17374040,Point(5.31165 51.88091),
http://www.wikidata.org/entity/Q17374053,Point(5.19079 51.88376),
http://www.wikidata.org/entity/Q17374077,Point(5.23423 51.88778),
http://www.wikidata.org/entity/Q17374094,Point(5.17788 51.8852),
http://www.wikidata.org/entity/Q17374095,Point(5.18038 51.88128),
http://www.wikidata.org/entity/Q17374110,Point(5.07326 51.48927),
http://www.wikidata.org/entity/Q17374811,Point(4.69924 51.99612),
http://www.wikidata.org/entity/Q17374820,Point(4.91766 51.91245),
http://www.wikidata.org/entity/Q17379215,Point(6.66654 52.61011),
